c,h,l,o,t,v,y,m,d,w,wd,last,change,pchange,symbol
62.15,62.6,61.9,62.6,1/3/2013,329740,2013,1,3,1,3,62.7,-0.55,-0.00877193,CEB
62,62.2,61.5,62.1,1/4/2013,681870,2013,1,4,1,4,62.15,-0.15,-0.002413516,CEB
61.95,62.2,61.5,62,1/7/2013,103720,2013,1,7,2,0,62,-0.05,-0.000806452,CEB
62.2,62.5,61.65,62,1/8/2013,196770,2013,1,8,2,1,61.95,0.25,0.004035513,CEB
61.5,62.5,61.5,62.5,1/9/2013,219780,2013,1,9,2,2,62.2,-0.7,-0.011254019,CEB
61.5,61.7,61,61.5,1/10/2013,221110,2013,1,10,2,3,61.5,0,0,CEB
62.5,63.2,61.4,61.5,1/11/2013,362870,2013,1,11,2,4,61.5,1,0.016260163,CEB
61.75,62.45,61.6,62,1/14/2013,250840,2013,1,14,3,0,62.5,-0.75,-0.012,CEB
61.5,62,61.2,62,1/15/2013,467110,2013,1,15,3,1,61.75,-0.25,-0.004048583,CEB
61.7,62,61.5,62,1/16/2013,117070,2013,1,16,3,2,61.5,0.2,0.003252033,CEB
61.5,61.7,61,61.7,1/17/2013,137160,2013,1,17,3,3,61.7,-0.2,-0.003241491,CEB
61.8,61.9,61.5,61.5,1/18/2013,401030,2013,1,18,3,4,61.5,0.3,0.004878049,CEB
61.8,62.6,61.8,61.85,1/21/2013,273860,2013,1,21,4,0,61.8,0,0,CEB
61.85,62,61.65,61.8,1/22/2013,120150,2013,1,22,4,1,61.8,0.05,0.000809061,CEB
61.7,61.85,61.5,61.85,1/23/2013,155150,2013,1,23,4,2,61.85,-0.15,-0.002425222,CEB
61.9,61.9,61.5,61.5,1/24/2013,105360,2013,1,24,4,3,61.7,0.2,0.003241491,CEB
62.9,62.95,61.8,61.9,1/25/2013,259970,2013,1,25,4,4,61.9,1,0.016155089,CEB
63.5,64.1,62.95,62.95,1/28/2013,1351380,2013,1,28,5,0,62.9,0.6,0.009538951,CEB
63.4,63.85,63.4,63.75,1/29/2013,191090,2013,1,29,5,1,63.5,-0.1,-0.001574803,CEB
62.15,63.8,62,63.8,1/30/2013,309730,2013,1,30,5,2,63.4,-1.25,-0.019716088,CEB
62,62.5,61.8,62.3,1/31/2013,392840,2013,1,31,5,3,62.15,-0.15,-0.002413516,CEB
62.85,63.5,62,62,2/1/2013,244330,2013,2,1,5,4,62,0.85,0.013709677,CEB
63.9,63.9,62.95,62.95,2/4/2013,728170,2013,2,4,6,0,62.85,1.05,0.016706444,CEB
67,67.5,63.6,63.9,2/5/2013,1699100,2013,2,5,6,1,63.9,3.1,0.048513302,CEB
66,67.5,65.2,67,2/6/2013,336400,2013,2,6,6,2,67,-1,-0.014925373,CEB
66,66.3,65,66,2/7/2013,299670,2013,2,7,6,3,66,0,0,CEB
67.15,67.15,66,66,2/8/2013,1054310,2013,2,8,6,4,66,1.15,0.017424242,CEB
67,67.55,67,67.15,2/11/2013,517600,2013,2,11,7,0,67.15,-0.15,-0.002233805,CEB
66.5,67,66.5,67,2/12/2013,82540,2013,2,12,7,1,67,-0.5,-0.007462687,CEB
67.45,67.65,66.8,66.8,2/13/2013,299260,2013,2,13,7,2,66.5,0.95,0.014285714,CEB
66.55,67.45,66.5,67.45,2/14/2013,143230,2013,2,14,7,3,67.45,-0.9,-0.013343217,CEB
67,67.7,66.5,66.5,2/15/2013,248710,2013,2,15,7,4,66.55,0.45,0.006761833,CEB
67,67.45,66.5,67.45,2/18/2013,129920,2013,2,18,8,0,67,0,0,CEB
66.55,67,66.3,67,2/19/2013,163510,2013,2,19,8,1,67,-0.45,-0.006716418,CEB
66.3,67.9,66.2,66.55,2/20/2013,290530,2013,2,20,8,2,66.55,-0.25,-0.003756574,CEB
66,66.2,65.8,66.2,2/21/2013,233300,2013,2,21,8,3,66.3,-0.3,-0.004524887,CEB
65,66,64.9,66,2/22/2013,230840,2013,2,22,8,4,66,-1,-0.015151515,CEB
66,66.5,65.1,65.1,2/25/2013,304600,2013,2,25,9,0,65,1,0.015384615,CEB
66.1,66.95,65.5,65.5,2/26/2013,162850,2013,2,26,9,1,66,0.1,0.001515152,CEB
65.8,66.1,65.4,66,2/27/2013,840760,2013,2,27,9,2,66.1,-0.3,-0.004538578,CEB
66,66,65.5,65.8,2/28/2013,209590,2013,2,28,9,3,65.8,0.2,0.003039514,CEB
65.9,66.2,65.75,66,3/1/2013,1087680,2013,3,1,9,4,66,-0.1,-0.001515152,CEB
65.5,65.95,65.1,65.9,3/4/2013,124940,2013,3,4,10,0,65.9,-0.4,-0.006069803,CEB
66.4,66.8,66,66,3/5/2013,316090,2013,3,5,10,1,65.5,0.9,0.013740458,CEB
66.5,67.5,66.4,66.4,3/6/2013,437810,2013,3,6,10,2,66.4,0.1,0.001506024,CEB
65.5,66.8,65.5,66.5,3/7/2013,313820,2013,3,7,10,3,66.5,-1,-0.015037594,CEB
67,67.5,65.5,65.5,3/8/2013,285990,2013,3,8,10,4,65.5,1.5,0.022900763,CEB
68,68.3,66.5,67,3/11/2013,1465930,2013,3,11,11,0,67,1,0.014925373,CEB
68,68,67.5,68,3/12/2013,814960,2013,3,12,11,1,68,0,0,CEB
68,68.4,67.75,67.8,3/13/2013,544850,2013,3,13,11,2,68,0,0,CEB
68.25,68.25,67.5,68.1,3/14/2013,337870,2013,3,14,11,3,68,0.25,0.003676471,CEB
67.5,68.25,67.3,68,3/15/2013,654500,2013,3,15,11,4,68.25,-0.75,-0.010989011,CEB
67,67.5,66,67.5,3/18/2013,384440,2013,3,18,12,0,67.5,-0.5,-0.007407407,CEB
66,67,65.6,67,3/19/2013,186390,2013,3,19,12,1,67,-1,-0.014925373,CEB
66,66.9,65.5,66,3/20/2013,217790,2013,3,20,12,2,66,0,0,CEB
67.25,67.25,66.7,66.75,3/21/2013,112190,2013,3,21,12,3,66,1.25,0.018939394,CEB
67,67.2,66,67.2,3/22/2013,64710,2013,3,22,12,4,67.25,-0.25,-0.003717472,CEB
67.55,67.55,66,67,3/25/2013,171020,2013,3,25,13,0,67,0.55,0.008208955,CEB
67.5,67.8,66.75,67.8,3/26/2013,499040,2013,3,26,13,1,67.55,-0.05,-0.000740192,CEB
68,68.2,67.5,67.5,3/27/2013,1131940,2013,3,27,13,2,67.5,0.5,0.007407407,CEB
68.8,68.95,68,68,4/1/2013,523060,2013,4,1,14,0,68,0.8,0.011764706,CEB
68.8,69,68.3,68.8,4/2/2013,497810,2013,4,2,14,1,68.8,0,0,CEB
69.2,69.5,68.7,68.7,4/3/2013,338930,2013,4,3,14,2,68.8,0.4,0.005813953,CEB
69,69.15,68.1,69.15,4/4/2013,416980,2013,4,4,14,3,69.2,-0.2,-0.002890173,CEB
68.5,68.8,68.3,68.6,4/5/2013,1476700,2013,4,5,14,4,69,-0.5,-0.007246377,CEB
68,68.5,67.5,68.5,4/8/2013,125600,2013,4,8,15,0,68.5,-0.5,-0.00729927,CEB
69.7,69.7,68,68,4/10/2013,543900,2013,4,10,15,2,68,1.7,0.025,CEB
71.55,71.7,70,70,4/11/2013,1051950,2013,4,11,15,3,69.7,1.85,0.026542324,CEB
73.5,74,71.55,71.55,4/12/2013,1031350,2013,4,12,15,4,71.55,1.95,0.027253669,CEB
76.3,77.9,73.5,73.5,4/15/2013,1373440,2013,4,15,16,0,73.5,2.8,0.038095238,CEB
78.6,79,73.6,75.2,4/16/2013,891510,2013,4,16,16,1,76.3,2.3,0.030144168,CEB
78,79.9,77.15,78.7,4/17/2013,723720,2013,4,17,16,2,78.6,-0.6,-0.007633588,CEB
78,78.4,77.2,77.7,4/18/2013,337040,2013,4,18,16,3,78,0,0,CEB
78,78,77.85,78,4/19/2013,220740,2013,4,19,16,4,78,0,0,CEB
78.25,78.3,77.9,78,4/22/2013,371410,2013,4,22,17,0,78,0.25,0.003205128,CEB
79.9,79.9,77.95,78,4/23/2013,600830,2013,4,23,17,1,78.25,1.65,0.021086262,CEB
77.8,79.9,77.8,79.9,4/24/2013,572000,2013,4,24,17,2,79.9,-2.1,-0.026282854,CEB
78.2,78.2,77.6,77.8,4/25/2013,437950,2013,4,25,17,3,77.8,0.4,0.005141388,CEB
78,78.3,77.8,78.2,4/26/2013,371330,2013,4,26,17,4,78.2,-0.2,-0.002557545,CEB
77.95,78.2,77.85,78.05,4/29/2013,261030,2013,4,29,18,0,78,-0.05,-0.000641026,CEB
81.45,81.5,78,78,4/30/2013,1972790,2013,4,30,18,1,77.95,3.5,0.044900577,CEB
83.7,83.95,81,81.3,5/2/2013,766570,2013,5,2,18,3,81.45,2.25,0.027624309,CEB
83.85,84.8,83.8,83.8,5/3/2013,638510,2013,5,3,18,4,83.7,0.15,0.001792115,CEB
83.65,84.8,83,84,5/6/2013,1078460,2013,5,6,19,0,83.85,-0.2,-0.002385212,CEB
82.65,83.5,82.5,83.5,5/7/2013,556950,2013,5,7,19,1,83.65,-1,-0.011954573,CEB
82,82.75,81.65,82.65,5/8/2013,1286650,2013,5,8,19,2,82.65,-0.65,-0.007864489,CEB
82.5,83.25,81.8,82,5/9/2013,2085470,2013,5,9,19,3,82,0.5,0.006097561,CEB
81.3,83,81.3,82,5/10/2013,759460,2013,5,10,19,4,82.5,-1.2,-0.014545455,CEB
82.2,82.5,81.2,81.25,5/14/2013,452010,2013,5,14,20,1,81.3,0.9,0.011070111,CEB
82,82.2,81.8,82,5/15/2013,1293400,2013,5,15,20,2,82.2,-0.2,-0.00243309,CEB
81,82,80,82,5/16/2013,713700,2013,5,16,20,3,82,-1,-0.012195122,CEB
79.5,81,79.4,81,5/17/2013,248080,2013,5,17,20,4,81,-1.5,-0.018518519,CEB
80,80.2,79.6,79.6,5/20/2013,776310,2013,5,20,21,0,79.5,0.5,0.006289308,CEB
80,80.2,79,80,5/21/2013,762850,2013,5,21,21,1,80,0,0,CEB
80,80,79.9,80,5/22/2013,405600,2013,5,22,21,2,80,0,0,CEB
79.95,80,79,80,5/23/2013,608440,2013,5,23,21,3,80,-0.05,-0.000625,CEB
79.95,80,79.5,79.95,5/24/2013,591430,2013,5,24,21,4,79.95,0,0,CEB
77.95,79.6,77.6,79.6,5/27/2013,243790,2013,5,27,22,0,79.95,-2,-0.025015635,CEB
80,80,77.8,77.85,5/28/2013,497490,2013,5,28,22,1,77.95,2.05,0.02629891,CEB
82,83,81.3,82,5/29/2013,1418490,2013,5,29,22,2,80,2,0.025,CEB
79.95,82,79,82,5/30/2013,284310,2013,5,30,22,3,82,-2.05,-0.025,CEB
79.55,79.65,79,79.5,5/31/2013,406300,2013,5,31,22,4,79.95,-0.4,-0.005003127,CEB
79,80,79,80,6/3/2013,371810,2013,6,3,23,0,79.55,-0.55,-0.006913891,CEB
78.55,79,76,78.8,6/4/2013,761120,2013,6,4,23,1,79,-0.45,-0.005696203,CEB
72.65,78,72.5,78,6/5/2013,422700,2013,6,5,23,2,78.55,-5.9,-0.075111394,CEB
70.75,72,69.7,72,6/6/2013,342630,2013,6,6,23,3,72.65,-1.9,-0.026152787,CEB
77.9,78,71.2,71.2,6/7/2013,376000,2013,6,7,23,4,70.75,7.15,0.101060071,CEB
77.9,78.5,77.7,77.8,6/10/2013,299030,2013,6,10,24,0,77.9,0,0,CEB
75,77.9,75,77.9,6/11/2013,334890,2013,6,11,24,1,77.9,-2.9,-0.037227214,CEB
73.4,77,71,77,6/13/2013,638680,2013,6,13,24,3,75,-1.6,-0.021333333,CEB
74.5,75,73.05,74,6/14/2013,153220,2013,6,14,24,4,73.4,1.1,0.014986376,CEB
73.85,73.85,71,73,6/17/2013,152530,2013,6,17,25,0,74.5,-0.65,-0.008724832,CEB
75.15,76,73.85,73.85,6/18/2013,685370,2013,6,18,25,1,73.85,1.3,0.01760325,CEB
73.2,75.45,73.1,75.45,6/19/2013,464020,2013,6,19,25,2,75.15,-1.95,-0.025948104,CEB
71.8,73.2,71.5,73.2,6/20/2013,313910,2013,6,20,25,3,73.2,-1.4,-0.019125683,CEB
72.1,74.1,70,71.4,6/21/2013,1044440,2013,6,21,25,4,71.8,0.3,0.004178273,CEB
67.5,73,67.5,73,6/24/2013,311010,2013,6,24,26,0,72.1,-4.6,-0.063800277,CEB
64,67,64,66.1,6/25/2013,180870,2013,6,25,26,1,67.5,-3.5,-0.051851852,CEB
67,68,63.5,64.25,6/26/2013,273470,2013,6,26,26,2,64,3,0.046875,CEB
67.3,68.15,67,67.1,6/27/2013,200040,2013,6,27,26,3,67,0.3,0.004477612,CEB
66.6,68.8,66.6,67.3,6/28/2013,254390,2013,6,28,26,4,67.3,-0.7,-0.010401189,CEB
68,68.1,66,66.5,7/1/2013,151190,2013,7,1,27,0,66.6,1.4,0.021021021,CEB
69,70,68.9,69,7/2/2013,242380,2013,7,2,27,1,68,1,0.014705882,CEB
68.85,69.5,68.5,69,7/3/2013,139740,2013,7,3,27,2,69,-0.15,-0.002173913,CEB
69,70,68.85,70,7/4/2013,100780,2013,7,4,27,3,68.85,0.15,0.002178649,CEB
69.85,70,69,70,7/5/2013,70050,2013,7,5,27,4,69,0.85,0.012318841,CEB
67.9,69.75,67.5,69.75,7/8/2013,381420,2013,7,8,28,0,69.85,-1.95,-0.027916965,CEB
67.85,68,67.7,67.95,7/9/2013,273990,2013,7,9,28,1,67.9,-0.05,-0.000736377,CEB
67.5,68,67,68,7/10/2013,135350,2013,7,10,28,2,67.85,-0.35,-0.005158438,CEB
68,68,67.5,68,7/11/2013,323090,2013,7,11,28,3,67.5,0.5,0.007407407,CEB
67.6,68,67.4,68,7/12/2013,362180,2013,7,12,28,4,68,-0.4,-0.005882353,CEB
66.5,67.6,66.5,67.6,7/15/2013,291010,2013,7,15,29,0,67.6,-1.1,-0.016272189,CEB
67.5,67.8,67,67.6,7/16/2013,126690,2013,7,16,29,1,66.5,1,0.015037594,CEB
66.5,67,66.4,67,7/17/2013,192710,2013,7,17,29,2,67.5,-1,-0.014814815,CEB
66.4,66.5,66.35,66.5,7/18/2013,199540,2013,7,18,29,3,66.5,-0.1,-0.001503759,CEB
65,66.4,65,66.4,7/19/2013,267130,2013,7,19,29,4,66.4,-1.4,-0.021084337,CEB
64.8,65,64.8,64.9,7/22/2013,154480,2013,7,22,30,0,65,-0.2,-0.003076923,CEB
65.5,65.5,64.85,64.85,7/23/2013,98290,2013,7,23,30,1,64.8,0.7,0.010802469,CEB
65.3,65.5,65.25,65.4,7/24/2013,389010,2013,7,24,30,2,65.5,-0.2,-0.003053435,CEB
65.25,65.4,65.2,65.4,7/25/2013,324100,2013,7,25,30,3,65.3,-0.05,-0.000765697,CEB
64.8,65.3,64.8,65.3,7/26/2013,170460,2013,7,26,30,4,65.25,-0.45,-0.006896552,CEB
64.65,65.8,64.6,64.8,7/29/2013,169870,2013,7,29,31,0,64.8,-0.15,-0.002314815,CEB
63.9,65.6,63.9,65.6,7/30/2013,124010,2013,7,30,31,1,64.65,-0.75,-0.011600928,CEB
62.85,64,62.6,64,7/31/2013,190010,2013,7,31,31,2,63.9,-1.05,-0.016431925,CEB
62.7,63,62.45,62.5,8/1/2013,125720,2013,8,1,31,3,62.85,-0.15,-0.002386635,CEB
62.3,62.9,62.3,62.7,8/2/2013,525240,2013,8,2,31,4,62.7,-0.4,-0.006379585,CEB
62.15,62.3,62.1,62.3,8/5/2013,243000,2013,8,5,32,0,62.3,-0.15,-0.002407705,CEB
62.2,62.35,61.45,62.15,8/6/2013,396180,2013,8,6,32,1,62.15,0.05,0.000804505,CEB
63,63.05,61.5,62,8/7/2013,253150,2013,8,7,32,2,62.2,0.8,0.012861736,CEB
62.5,63,62.5,63,8/8/2013,381170,2013,8,8,32,3,63,-0.5,-0.007936508,CEB
65.5,65.8,62.5,62.5,8/12/2013,121350,2013,8,12,33,0,62.5,3,0.048,CEB
66.05,66.25,65.6,65.6,8/13/2013,389220,2013,8,13,33,1,65.5,0.55,0.008396947,CEB
67.05,67.5,66.4,66.4,8/14/2013,240410,2013,8,14,33,2,66.05,1,0.015140045,CEB
64.5,66.5,64,66.5,8/15/2013,555810,2013,8,15,33,3,67.05,-2.55,-0.03803132,CEB
61.9,64.45,61.9,64.45,8/16/2013,581230,2013,8,16,33,4,64.5,-2.6,-0.040310078,CEB
51.55,60.8,50.8,60.8,8/22/2013,3484640,2013,8,22,34,3,61.9,-10.35,-0.16720517,CEB
51.25,52.95,51.1,52.65,8/23/2013,1334550,2013,8,23,34,4,51.55,-0.3,-0.005819593,CEB
50.5,51.75,50.05,51.3,8/27/2013,596370,2013,8,27,35,1,51.25,-0.75,-0.014634146,CEB
52.4,52.4,49.7,51.25,8/28/2013,533750,2013,8,28,35,2,50.5,1.9,0.037623762,CEB
52.6,53.25,52.4,52.4,8/29/2013,395840,2013,8,29,35,3,52.4,0.2,0.003816794,CEB
54.55,54.55,52.7,53,8/30/2013,295560,2013,8,30,35,4,52.6,1.95,0.037072243,CEB
53.4,54.5,53.15,54.5,9/2/2013,63220,2013,9,2,36,0,54.55,-1.15,-0.021081577,CEB
53.45,54,53.4,53.9,9/3/2013,339930,2013,9,3,36,1,53.4,0.05,0.00093633,CEB
53,53.45,52.8,53.45,9/4/2013,200360,2013,9,4,36,2,53.45,-0.45,-0.008419083,CEB
51.3,53.05,51.2,53.05,9/5/2013,201790,2013,9,5,36,3,53,-1.7,-0.032075472,CEB
50.7,51,50.2,51,9/6/2013,498470,2013,9,6,36,4,51.3,-0.6,-0.011695906,CEB
49.9,50.4,49.7,49.8,9/9/2013,605950,2013,9,9,37,0,50.7,-0.8,-0.015779093,CEB
49.9,50.5,49.8,49.8,9/10/2013,482100,2013,9,10,37,1,49.9,0,0,CEB
50.5,50.7,49.9,50,9/11/2013,399900,2013,9,11,37,2,49.9,0.6,0.012024048,CEB
50.1,51.5,50.1,51.5,9/12/2013,343450,2013,9,12,37,3,50.5,-0.4,-0.007920792,CEB
52.5,53,50,50.2,9/13/2013,445580,2013,9,13,37,4,50.1,2.4,0.047904192,CEB
55.5,55.6,53.55,53.55,9/16/2013,335030,2013,9,16,38,0,52.5,3,0.057142857,CEB
54,55.5,53.8,55.5,9/17/2013,170890,2013,9,17,38,1,55.5,-1.5,-0.027027027,CEB
52.8,53.25,52.5,53.25,9/18/2013,261950,2013,9,18,38,2,54,-1.2,-0.022222222,CEB
54.2,54.7,54.05,54.45,9/19/2013,419180,2013,9,19,38,3,52.8,1.4,0.026515152,CEB
54.5,54.8,53.65,54.5,9/20/2013,129340,2013,9,20,38,4,54.2,0.3,0.005535055,CEB
54,54.45,53.8,54.45,9/23/2013,132870,2013,9,23,39,0,54.5,-0.5,-0.009174312,CEB
53,54.35,52.05,54.35,9/24/2013,213740,2013,9,24,39,1,54,-1,-0.018518519,CEB
53.75,53.85,52.3,53,9/25/2013,87020,2013,9,25,39,2,53,0.75,0.014150943,CEB
52,53.75,52,53.75,9/26/2013,1175750,2013,9,26,39,3,53.75,-1.75,-0.03255814,CEB
52.45,53.2,52,53.15,9/27/2013,266700,2013,9,27,39,4,52,0.45,0.008653846,CEB
52.5,52.9,51.8,52.9,9/30/2013,222980,2013,9,30,40,0,52.45,0.05,0.000953289,CEB
50.4,52.4,50.2,52.4,10/1/2013,281140,2013,10,1,40,1,52.5,-2.1,-0.04,CEB
52.5,52.5,51.5,51.5,10/2/2013,107920,2013,10,2,40,2,50.4,2.1,0.041666667,CEB
52.1,52.45,51.55,52.45,10/3/2013,153680,2013,10,3,40,3,52.5,-0.4,-0.007619048,CEB
53.9,54.3,51.3,52.1,10/4/2013,227760,2013,10,4,40,4,52.1,1.8,0.034548944,CEB
54.25,54.3,54,54,10/7/2013,94550,2013,10,7,41,0,53.9,0.35,0.006493506,CEB
54,54.3,53.5,54.3,10/8/2013,186280,2013,10,8,41,1,54.25,-0.25,-0.004608295,CEB
53.2,54,53.2,54,10/9/2013,118760,2013,10,9,41,2,54,-0.8,-0.014814815,CEB
53.3,53.9,53.15,53.9,10/10/2013,93750,2013,10,10,41,3,53.2,0.1,0.001879699,CEB
53.9,54.3,53.7,54.3,10/11/2013,123600,2013,10,11,41,4,53.3,0.6,0.011257036,CEB
53.55,53.9,53.5,53.9,10/14/2013,27670,2013,10,14,42,0,53.9,-0.35,-0.006493506,CEB
53.5,53.95,53.4,53.55,10/16/2013,88910,2013,10,16,42,2,53.55,-0.05,-0.000933707,CEB
54.35,54.4,53.65,53.65,10/17/2013,61360,2013,10,17,42,3,53.5,0.85,0.01588785,CEB
54.05,54.8,53.3,54.4,10/18/2013,217840,2013,10,18,42,4,54.35,-0.3,-0.005519779,CEB
54.95,55.3,53.4,53.4,10/21/2013,158850,2013,10,21,43,0,54.05,0.9,0.016651249,CEB
54.9,55.7,54.8,54.95,10/22/2013,81520,2013,10,22,43,1,54.95,-0.05,-0.000909918,CEB
54,55.95,54,55.95,10/23/2013,81410,2013,10,23,43,2,54.9,-0.9,-0.016393443,CEB
54.6,54.95,54.05,54.05,10/24/2013,53950,2013,10,24,43,3,54,0.6,0.011111111,CEB
53.55,54.6,53.5,54.6,10/25/2013,140630,2013,10,25,43,4,54.6,-1.05,-0.019230769,CEB
53.1,54,53,53.6,10/29/2013,132980,2013,10,29,44,1,53.55,-0.45,-0.008403361,CEB
52.75,53.5,52.75,53.1,10/30/2013,60060,2013,10,30,44,2,53.1,-0.35,-0.006591337,CEB
52.75,52.75,52.7,52.75,10/31/2013,92180,2013,10,31,44,3,52.75,0,0,CEB
52.55,52.65,52.55,52.65,11/4/2013,122250,2013,11,4,45,0,52.75,-0.2,-0.003791469,CEB
52.95,54,52.6,53,11/5/2013,302120,2013,11,5,45,1,52.55,0.4,0.007611798,CEB
52.7,53,52.6,53,11/6/2013,150690,2013,11,6,45,2,52.95,-0.25,-0.004721435,CEB
53,54,52.9,52.95,11/7/2013,17700,2013,11,7,45,3,52.7,0.3,0.0056926,CEB
53.5,53.95,52.55,53.95,11/8/2013,44470,2013,11,8,45,4,53,0.5,0.009433962,CEB
53,54,52.55,52.6,11/11/2013,104970,2013,11,11,46,0,53.5,-0.5,-0.009345794,CEB
53.2,53.3,52.55,53,11/12/2013,60920,2013,11,12,46,1,53,0.2,0.003773585,CEB
52.4,53.5,52.4,53.5,11/13/2013,78490,2013,11,13,46,2,53.2,-0.8,-0.015037594,CEB
52.2,53,52,52.35,11/14/2013,139020,2013,11,14,46,3,52.4,-0.2,-0.003816794,CEB
52.1,52.9,52,52.9,11/15/2013,94420,2013,11,15,46,4,52.2,-0.1,-0.001915709,CEB
52.9,52.9,52,52.1,11/18/2013,47720,2013,11,18,47,0,52.1,0.8,0.015355086,CEB
52.2,53,51.9,53,11/19/2013,48100,2013,11,19,47,1,52.9,-0.7,-0.013232514,CEB
52.3,52.3,51.95,52,11/20/2013,36930,2013,11,20,47,2,52.2,0.1,0.001915709,CEB
52.8,52.8,51.9,52.2,11/21/2013,41790,2013,11,21,47,3,52.3,0.5,0.009560229,CEB
53.25,54,52.2,52.2,11/22/2013,329910,2013,11,22,47,4,52.8,0.45,0.008522727,CEB
52.15,54.3,52.1,52.1,11/25/2013,123540,2013,11,25,48,0,53.25,-1.1,-0.020657277,CEB
52.5,52.5,51.75,52.15,11/26/2013,250010,2013,11,26,48,1,52.15,0.35,0.006711409,CEB
51.5,53,51.5,52.5,11/27/2013,293440,2013,11,27,48,2,52.5,-1,-0.019047619,CEB
51.5,52,51.5,51.5,11/28/2013,291320,2013,11,28,48,3,51.5,0,0,CEB
51.6,52,51.5,51.55,11/29/2013,143480,2013,11,29,48,4,51.5,0.1,0.001941748,CEB
52,53,51.6,51.6,12/2/2013,27580,2013,12,2,49,0,51.6,0.4,0.007751938,CEB
51.65,54.25,51.65,51.95,12/3/2013,224720,2013,12,3,49,1,52,-0.35,-0.006730769,CEB
51.65,51.75,51.5,51.6,12/4/2013,135750,2013,12,4,49,2,51.65,0,0,CEB
51.4,51.65,51.35,51.6,12/5/2013,853160,2013,12,5,49,3,51.65,-0.25,-0.004840271,CEB
51.45,51.45,50.95,51.45,12/6/2013,137860,2013,12,6,49,4,51.4,0.05,0.000972763,CEB
51.45,51.45,51.15,51.45,12/9/2013,375980,2013,12,9,50,0,51.45,0,0,CEB
51.3,52,50.45,52,12/10/2013,100660,2013,12,10,50,1,51.45,-0.15,-0.002915452,CEB
51.75,51.8,51.5,51.8,12/11/2013,197100,2013,12,11,50,2,51.3,0.45,0.00877193,CEB
51.5,51.75,51.5,51.5,12/12/2013,174160,2013,12,12,50,3,51.75,-0.25,-0.004830918,CEB
51.45,51.5,50.5,51.5,12/13/2013,42610,2013,12,13,50,4,51.5,-0.05,-0.000970874,CEB
49.4,51.2,49.4,51.2,12/16/2013,162390,2013,12,16,51,0,51.45,-2.05,-0.039844509,CEB
49,49.6,48.8,49.4,12/17/2013,241100,2013,12,17,51,1,49.4,-0.4,-0.008097166,CEB
49,49,48.85,49,12/18/2013,26000,2013,12,18,51,2,49,0,0,CEB
48.5,49.5,48.5,49,12/19/2013,204100,2013,12,19,51,3,49,-0.5,-0.010204082,CEB
47,49,47,49,12/20/2013,90900,2013,12,20,51,4,48.5,-1.5,-0.030927835,CEB
46.1,47.5,44.8,47.5,12/23/2013,146600,2013,12,23,52,0,47,-0.9,-0.019148936,CEB
46.1,46.4,46,46.1,12/26/2013,216800,2013,12,26,52,3,46.1,0,0,CEB
46.85,47.2,46,46.1,12/27/2013,1445800,2013,12,27,52,4,46.1,0.75,0.01626898,CEB
49,49.5,47.2,47.2,1/2/2014,150300,2014,1,2,1,3,46.85,2.15,0.045891142,CEB
49.4,49.5,49,49.5,1/3/2014,193900,2014,1,3,1,4,49,0.4,0.008163265,CEB
49.5,49.5,49.4,49.5,1/6/2014,75600,2014,1,6,2,0,49.4,0.1,0.002024291,CEB
49.25,49.45,49,49.45,1/7/2014,94900,2014,1,7,2,1,49.5,-0.25,-0.005050505,CEB
50.95,51.5,49.75,49.75,1/8/2014,231500,2014,1,8,2,2,49.25,1.7,0.034517766,CEB
51,51.2,51,51,1/9/2014,598770,2014,1,9,2,3,50.95,0.05,0.000981354,CEB
50.75,51.3,50.5,51,1/10/2014,177750,2014,1,10,2,4,51,-0.25,-0.004901961,CEB
51.5,51.8,50,50,1/13/2014,57050,2014,1,13,3,0,50.75,0.75,0.014778325,CEB
50.95,51.45,50.85,51.45,1/14/2014,42300,2014,1,14,3,1,51.5,-0.55,-0.010679612,CEB
49.5,51.45,49.5,51.45,1/15/2014,113510,2014,1,15,3,2,50.95,-1.45,-0.028459274,CEB
49.5,50,49.5,50,1/16/2014,390000,2014,1,16,3,3,49.5,0,0,CEB
49.7,49.8,49.6,49.8,1/17/2014,88900,2014,1,17,3,4,49.5,0.2,0.004040404,CEB
49.95,50.5,49.75,49.75,1/20/2014,73800,2014,1,20,4,0,49.7,0.25,0.005030181,CEB
49.9,50.5,49.9,50.5,1/21/2014,64600,2014,1,21,4,1,49.95,-0.05,-0.001001001,CEB
50,50.2,50,50.2,1/22/2014,134400,2014,1,22,4,2,49.9,0.1,0.002004008,CEB
49.9,50.5,49.8,50.5,1/23/2014,62070,2014,1,23,4,3,50,-0.1,-0.002,CEB
50,50.2,49.8,49.9,1/24/2014,95400,2014,1,24,4,4,49.9,0.1,0.002004008,CEB
50,50,49.4,49.5,1/27/2014,71830,2014,1,27,5,0,50,0,0,CEB
49.6,49.9,49.5,49.9,1/28/2014,237460,2014,1,28,5,1,50,-0.4,-0.008,CEB
49.5,50,49.5,49.5,1/29/2014,49800,2014,1,29,5,2,49.6,-0.1,-0.002016129,CEB
49.5,49.6,49.3,49.4,1/30/2014,36000,2014,1,30,5,3,49.5,0,0,CEB
49.5,49.5,49.5,49.5,2/3/2014,7000,2014,2,3,6,0,49.5,0,0,CEB
48.95,49.5,48.9,49,2/4/2014,44400,2014,2,4,6,1,49.5,-0.55,-0.011111111,CEB
